DECODED FM12/13/15/16/94  UNITS: FF:kt;TT:°C;PP:hPa;AP:dPa;VV:km;RR:mm;SN:cm;SS:min;RAD:KJ/m˛/hr .. J/cm˛/day;HW:m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDEX;LOCATOR;TYPE;C;NAME;LAT;LON;ELEV;YYYY;MM;DD;HHmm;DIR;FF;FG;G1h;G10;FX;FX1;FFM;TL;TD;T5;TX;TN;TX6;TN6;TX1;TN1;TN5;TW;Tsfc;T-05;T-10;T-20;T-50;T-1m;RR6h;QFE;QFF;QNH;AP;A;www;960;961;962;963;MetarWX;W1;W2;WWZ;LTNG;VIS;COV;N;L;HLC;ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;VFOG;RR;TR;RR10m;RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;HW;PW;DW1;HW1;P1;DW2;HW2;P2;I;B
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0130; /; 13; /; /; 22; /; /; /; 7.4; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.4; 3062; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0140; /; 12; /; /; 18; /; /; /; 7.5; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.3; 3061; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0150; /; 12; /; /; 18; /; /; /; 7.5; 2.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.3; 3061; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0200; /; 12; 23; 23; 20; 13; 13; 12; 7.3; 2.9; /; /; /; /; /; 7.7; 7.2; /; /; /; /; /; /; /; /; /; 723.2; 3059; /; -12; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0210; /; 14; /; /; 20; /; /; /; 7.4; 2.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.1; 3058; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0220; /; 13; /; /; 19; /; /; /; 7.6; 2.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.1; 3058; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0230; /; 11; /; /; 18; /; /; /; 7.4; 3.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.3; 3061; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0240; /; 13; /; /; 21; /; /; /; 7.3; 2.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.1; 3058; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0250; /; 10; /; /; 18; /; /; /; 7.3; 2.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.2; 3059; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0300; /; 12; 23; 21; 20; 14; 14; 12; 7.2; 2.8; /; /; /; /; /; 7.7; 7.1; /; /; /; /; /; /; /; /; /; 723.2; 3059; /; -10; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 3; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0310; /; 13; /; /; 21; /; /; /; 7.6; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.1; 3058; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0320; /; 15; /; /; 20; /; /; /; 7.8; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.0; 3057; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0330; /; 14; /; /; 20; /; /; /; 7.8; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.9; 3056; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0340; /; 13; /; /; 22; /; /; /; 7.6; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.9; 3056; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0350; /; 09; /; /; 13; /; /; /; 7.4; 2.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.9; 3056; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0400; /; 09; 23; 22; 16; 15; 15; 12; 7.4; 2.3; /; /; /; /; /; 7.9; 7.3; /; /; /; /; /; /; /; /; /; 722.8; 3055; /; -9; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0410; /; 05; /; /; 11; /; /; /; 7.3; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.8; 3055; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0420; /; 06; /; /; 10; /; /; /; 7.2; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.9; 3056; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0430; /; 06; /; /; 12; /; /; /; 7.3; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.8; 3055; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 2; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0440; /; 05; /; /; 09; /; /; /; 7.1; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.6; 3052; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 4; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0450; /; 06; /; /; 11; /; /; /; 7.2; 2.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.4; 3050; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 9; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0500; /; 07; 22; 13; 13; 15; 07; 06; 6.9; 2.3; /; /; /; /; /; 7.6; 6.9; /; /; /; /; /; /; /; /; /; 722.4; 3050; /; -8; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 29; /; /; 15; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0510; /; 12; /; /; 19; /; /; /; 7.0; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.5; 3051; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 20; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0520; /; 15; /; /; 26; /; /; /; 7.2; 2.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.2; 3048; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 28; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0530; /; 16; /; /; 23; /; /; /; 7.5; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.2; 3048; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 17; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0540; /; 14; /; /; 22; /; /; /; 7.3; 2.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.4; 3050; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 24; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0550; /; 11; /; /; 16; /; /; /; 7.1; 2.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.5; 3051; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 42; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0600; /; 10; 26; 26; 15; 16; 16; 13; 7.1; 2.8; /; 9.3; 6.5; /; /; 7.6; 6.9; /; /; /; /; /; /; /; /; /; 722.6; 3052; /; -6; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 2; 12; 0; 0; /; 11.4; /; /; /; /; /; 210; 0; 0; /; /; /; 155; /; /; 25; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0610; /; 10; /; /; 16; /; /; /; 7.2; 2.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 41; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0620; /; 06; /; /; 10; /; /; /; 7.2; 3.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 85; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0630; /; 05; /; /; 08; /; /; /; 7.2; 3.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 63; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0640; /; 04; /; /; 08; /; /; /; 7.1; 3.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 81; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0650; /; 06; /; /; 12; /; /; /; 7.1; 3.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 108; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0700; /; 07; 26; 16; 11; 16; 10; 06; 7.1; 3.4; /; /; /; /; /; 7.4; 7.0; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; -1; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 496; /; /; 118; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0710; /; 06; /; /; 12; /; /; /; 7.2; 3.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.8; 3055; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 134; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0720; /; 06; /; /; 13; /; /; /; 7.2; 3.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 116; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0730; /; 05; /; /; 11; /; /; /; 7.3; 3.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 132; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0740; /; 06; /; /; 11; /; /; /; 7.4; 3.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 151; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0750; /; 06; /; /; 11; /; /; /; 7.4; 3.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 42; /; /; /; /; /; /; 290; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0800; /; 06; 26; 13; 10; 16; 06; 06; 7.6; 3.4; /; /; /; /; /; 7.8; 7.1; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; 3; 2; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 10; 55; /; /; /; 1127; /; /; 304; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0810; /; 05; /; /; 09; /; /; /; 7.6; 3.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.8; 3055; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 39; /; /; /; /; /; /; 206; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0820; /; 04; /; /; 09; /; /; /; 7.9; 3.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.6; 3053; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 70; /; /; /; /; /; /; 378; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0830; /; 06; /; /; 10; /; /; /; 8.1; 3.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.6; 3053; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 49; /; /; /; /; /; /; 224; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0840; /; 06; /; /; 12; /; /; /; 7.5; 4.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.7; 3054; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 97; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0850; /; 04; /; /; 08; /; /; /; 7.5; 3.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 722.8; 3055; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 29; /; /; /; /; /; /; 172; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0900; /; 05; 16; 12; 11; 10; 06; 05; 7.6; 3.8; /; /; 6.5; /; /; 8.3; 7.4; /; /; /; /; /; /; /; /; /; 722.9; 3056; /; 3; 2; 60; /; /; /; /; -RA; 6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 3; 0; 0; 30; /; /; /; /; /; /; /; 19; 0; /; /; /; 1166; /; /; 88; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0910; /; 04; /; /; 12; /; /; /; 7.3; 4.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.0; 3057; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.1; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 103; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0920; /; 07; /; /; 16; /; /; /; 7.1; 4.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.1; 3058; /; /; /; 63; /; /; /; /; RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.4; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 85; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0930; /; 11; /; /; 23; /; /; /; 6.6; 4.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.2; 3059; /; /; /; 63; /; /; /; /; RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.7; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 64; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0940; /; 05; /; /; 10; /; /; /; 6.6; 4.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.2; 3059; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 13; /; /; /; /; /; /; 209; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0950; /; 06; /; /; 10; /; /; /; 7.2; 4.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.1; 3058; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 77; /; /; /; /; /; /; 356; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 1000; /; 10; 23; 23; 15; 11; 11; 07; 7.7; 3.8; /; /; /; /; /; 8.0; 6.3; /; /; /; /; /; /; /; /; /; 723.1; 3059; /; 4; 2; 21; /; /; /; /; RERA; 6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 1.2; 40; /; /; /; /; /; /; /; 19; 97; /; /; /; 1423; /; /; 607; /; /; /; /; /; /; /; /; /; /; /; /
