DECODED FM12/13/15/16/94  UNITS: FF:kt;TT:°C;PP:hPa;AP:dPa;VV:km;RR:mm;SN:cm;SS:min;RAD:KJ/m˛/hr .. J/cm˛/day;HW:m;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
INDEX;LOCATOR;TYPE;C;NAME;LAT;LON;ELEV;YYYY;MM;DD;HHmm;DIR;FF;FG;G1h;G10;FX;FX1;FFM;TL;TD;T5;TX;TN;TX6;TN6;TX1;TN1;TN5;TW;Tsfc;T-05;T-10;T-20;T-50;T-1m;RR6h;QFE;QFF;QNH;AP;A;www;960;961;962;963;MetarWX;W1;W2;WWZ;LTNG;VIS;COV;N;L;HLC;ClCmCh;LAYER1;LAYER2;LAYER3;LAYER4;CLG;PIC;VCLOUD1;VCLOUD2;VCLOUD3;VCLOUD4;VFOG;RR;TR;RR10m;RR1h;hh;RR24h;WRTR;SNO;NEW;SR;GS;SS24;Sh;S10;GL24;DF24;LW24;GL1h;DF1h;LW1h;GL10;DF10;LW10;HW;PW;DW1;HW1;P1;DW2;HW2;P2;I;B
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1650; /; 19; /; /; 36; /; /; /; 9.9; 1.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.7; 3067; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 92; /; /; /; /; /; /; 143; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1700; /; 15; 36; 36; 28; 19; 19; 16; 9.9; 1.9; /; /; /; /; /; 10.1; 8.3; /; /; /; /; /; /; /; /; /; 723.7; 3067; /; -11; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 37; 56; /; /; /; 820; /; /; 131; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1710; /; 14; /; /; 23; /; /; /; 10.0; 1.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.8; 3069; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 58; /; /; /; /; /; /; 155; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1720; /; 14; /; /; 23; /; /; /; 9.6; 2.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.8; 3068; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 13; /; /; /; /; /; /; 90; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1730; /; 22; /; /; 36; /; /; /; 9.5; 1.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.6; 3066; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 54; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1740; /; 25; /; /; 35; /; /; /; 9.5; 1.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.5; 3065; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 36; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1750; /; 20; /; /; 32; /; /; /; 9.4; 2.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.7; 3067; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 31; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; A; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1800; /; 19; 36; 36; 28; 25; 25; 19; 9.2; 2.0; /; 11.8; 5.4; /; /; 10.1; 9.2; /; /; /; /; /; /; /; /; /; 723.8; 3068; /; -21; 7; 0; /; /; /; /; /; 6; /; /; /; /; SCT; 3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 9.4; 12; 0; 0; /; 12.7; /; /; /; /; /; /; 7; 0; /; /; /; 399; /; /; 32; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1810; /; 21; /; /; 30; /; /; /; 9.2; 2.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.8; 3068; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 22; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1820; /; 21; /; /; 32; /; /; /; 9.1; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.0; 3070; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 7; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1830; /; 18; /; /; 29; /; /; /; 8.9; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.0; 3070; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1840; /; 11; /; /; 22; /; /; /; 8.9; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.9; 3069; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1850; /; 03; /; /; 08; /; /; /; 8.8; 2.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.1; 3071; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1900; /; 03; 36; 32; 05; 25; 21; 13; 8.6; 3.2; /; /; /; /; /; 9.3; 8.6; /; /; /; /; /; /; /; /; /; 724.2; 3072; /; -2; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 29; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1910; /; 07; /; /; 13; /; /; /; 8.4; 3.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3073; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1920; /; 03; /; /; 08; /; /; /; 8.2; 4.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3073; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1930; /; 07; /; /; 13; /; /; /; 8.1; 4.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3072; /; /; /; 61; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.2; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1940; /; 16; /; /; 25; /; /; /; 8.0; 4.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.1; 3070; /; /; /; 61; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.2; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 1950; /; 16; /; /; 27; /; /; /; 8.0; 4.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.2; 3071; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2000; /; 10; 36; 27; 19; 25; 16; 10; 8.0; 4.4; /; /; /; /; /; 8.7; 8.0; /; /; /; /; /; /; /; /; /; 724.4; 3074; /; 7; 2; 60; /; /; /; /; -RA; 6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.1; 0.5; 60; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2010; /; 03; /; /; 08; /; /; /; 7.9; 4.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.5; 3075; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2020; /; 06; /; /; 13; /; /; /; 7.9; 4.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.6; 3076; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2030; /; 07; /; /; 14; /; /; /; 7.4; 4.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.7; 3076; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2040; /; 08; /; /; 13; /; /; /; 7.1; 4.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.6; 3075; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.1; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2050; /; 08; /; /; 12; /; /; /; 7.3; 4.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.6; 3075; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2100; /; 07; 32; 14; 13; 21; 08; 07; 7.4; 4.8; /; /; /; /; /; 8.1; 6.9; /; /; /; /; /; /; /; /; /; 724.7; 3076; /; 9; 2; 63; /; /; /; /; RA; 6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.9; 3; 0.3; 0.4; 60; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2110; /; 06; /; /; 11; /; /; /; 6.9; 4.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.7; 3076; /; /; /; 63; /; /; /; /; RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.7; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2120; /; 07; /; /; 10; /; /; /; 6.6; 5.0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.6; 3074; /; /; /; 63; /; /; /; /; RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.3; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2130; /; 15; /; /; 27; /; /; /; 6.5; 4.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3071; /; /; /; 60; /; /; /; /; -RA; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0.1; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2140; /; 17; /; /; 27; /; /; /; 7.2; 4.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.1; 3069; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2150; /; 21; /; /; 29; /; /; /; 7.6; 3.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.1; 3070; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2200; /; 16; 29; 29; 25; 21; 21; 14; 7.7; 3.9; /; /; /; /; /; 7.8; 6.5; /; /; /; /; /; /; /; /; /; 724.2; 3071; /; 0; 4; 21; /; /; /; /; RERA; 6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 1.1; 30; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2210; /; 15; /; /; 22; /; /; /; 8.0; 3.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.2; 3071; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2220; /; 15; /; /; 21; /; /; /; 7.8; 3.7; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3072; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2230; /; 11; /; /; 20; /; /; /; 8.0; 3.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.5; 3075; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2240; /; 09; /; /; 15; /; /; /; 7.9; 3.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3072; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2250; /; 07; /; /; 11; /; /; /; 7.9; 3.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3072; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2300; /; 06; 29; 22; 10; 21; 15; 10; 7.6; 3.4; /; /; /; /; /; 8.1; 7.6; /; /; /; /; /; /; /; /; /; 724.4; 3073; /; 0; 4; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2310; /; 05; /; /; 11; /; /; /; 7.7; 3.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.4; 3073; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2320; /; 05; /; /; 10; /; /; /; 7.8; 3.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3072; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2330; /; 06; /; /; 10; /; /; /; 7.7; 3.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.2; 3071; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2340; /; 07; /; /; 10; /; /; /; 7.8; 2.9; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.3; 3072; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 01; 2350; /; 06; /; /; 12; /; /; /; 7.9; 2.8; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.2; 3071; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0000; /; 07; 32; 13; 13; 21; 07; 06; 7.5; 3.4; /; 11.8; 5.4; /; /; 8.0; 7.4; /; /; /; /; /; /; /; /; /; 724.2; 3071; /; -5; 7; 0; /; /; /; /; /; 6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 2; 6; 0; 0; /; 12.6; /; /; /; /; /; /; 0; 0; 1484; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0010; /; 08; /; /; 14; /; /; /; 7.2; 3.5; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.1; 3069; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0020; /; 09; /; /; 15; /; /; /; 7.1; 3.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.0; 3068; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0030; /; 09; /; /; 14; /; /; /; 7.2; 3.3; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 724.0; 3068; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0040; /; 12; /; /; 18; /; /; /; 7.2; 3.2; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.9; 3067; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0050; /; 10; /; /; 17; /; /; /; 7.2; 3.1; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.8; 3066; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0100; /; 12; 22; 19; 19; 15; 12; 10; 7.2; 2.7; /; /; /; /; /; 7.8; 7.1; /; /; /; /; /; /; /; /; /; 723.7; 3065; /; -5; 7; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; 0; /; /; /; /; /; /; /; /; 0; 0; /; /; /; 0; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0110; /; 12; /; /; 23; /; /; /; 7.5; 2.6; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.6; 3064; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
 069710; /; SYNO; /; Konkordiahuette SAC; N46 30; E008 03; 2850; 2024; 08; 02; 0120; /; 12; /; /; 19; /; /; /; 7.4; 2.4; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 723.5; 3063; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; 0; /; /; /; /; /; /; 0; /; /; /; /; /; /; /; /; /; /; /; /
