Serial Number;205145
Device Identity;205145-10mH2O
Exported from File;C:\Users\mauro_adm\Documents\KELLER\LOGGER_5\data\205145-10mH2O_09_08_2024-07_30_00.DX5
Record Start Time;09/08/2024 07:30:00

;;;;CH1;CH4;CH11
;;;;Pressure1;Temperature TOB1;Conductivity Raw
;;;;mbar;°C;uS/cm
No;;Date;Time;P1;TOB1;ConRaw
21761;;09/08/2024;13:32:40;746,323;15,44;0,00000;
21762;;09/08/2024;13:32:41;746,262;15,44;0,00000;
21763;;09/08/2024;13:32:42;746,292;15,42;0,00000;
21764;;09/08/2024;13:32:43;746,292;15,44;0,00000;
21765;;09/08/2024;13:32:44;746,292;15,42;0,00000;
21766;;09/08/2024;13:32:45;746,323;15,42;0,00000;
21767;;09/08/2024;13:32:46;746,262;15,42;0,00000;
21768;;09/08/2024;13:32:47;746,292;15,40;0,00000;
21769;;09/08/2024;13:32:48;746,323;15,42;0,00000;
21770;;09/08/2024;13:32:49;746,262;15,40;0,00000;
21771;;09/08/2024;13:32:50;746,323;15,40;0,00000;
21772;;09/08/2024;13:32:51;746,277;15,40;0,00000;
21773;;09/08/2024;13:32:52;746,292;15,40;0,00000;
21774;;09/08/2024;13:32:53;746,353;15,40;0,00000;
21775;;09/08/2024;13:32:54;746,292;15,40;0,00000;
21776;;09/08/2024;13:32:55;746,323;15,38;0,00000;
21777;;09/08/2024;13:32:56;746,323;15,37;0,00000;
21778;;09/08/2024;13:32:57;746,292;15,37;0,00000;
21779;;09/08/2024;13:32:58;746,323;15,38;0,00000;
21780;;09/08/2024;13:32:59;746,323;15,37;0,00000;
21781;;09/08/2024;13:33:00;746,323;15,37;0,00000;
21782;;09/08/2024;13:33:01;746,277;15,37;0,00000;
21783;;09/08/2024;13:33:02;746,307;15,37;0,00000;
21784;;09/08/2024;13:33:03;746,307;15,35;0,00000;
21785;;09/08/2024;13:33:04;746,307;15,35;0,00000;
21786;;09/08/2024;13:33:05;746,307;15,35;0,00000;
21787;;09/08/2024;13:33:06;746,307;15,35;0,00000;
21788;;09/08/2024;13:33:07;746,307;15,33;0,00000;
21789;;09/08/2024;13:33:08;746,323;15,33;0,00000;
21790;;09/08/2024;13:33:09;746,307;15,31;0,00000;
21791;;09/08/2024;13:33:10;746,307;15,33;0,00000;
21792;;09/08/2024;13:33:11;746,307;15,31;0,00000;
21793;;09/08/2024;13:33:12;746,307;15,31;0,00000;
21794;;09/08/2024;13:33:13;746,262;15,31;0,00000;
21795;;09/08/2024;13:33:14;746,307;15,29;0,00000;
21796;;09/08/2024;13:33:15;746,277;15,29;0,00000;
21797;;09/08/2024;13:33:16;746,307;15,29;0,00000;
21798;;09/08/2024;13:33:17;746,307;15,29;0,00000;
21799;;09/08/2024;13:33:18;746,307;15,29;0,00000;
21800;;09/08/2024;13:33:19;746,277;15,29;0,00000;
21801;;09/08/2024;13:33:20;746,277;15,29;0,00000;
21802;;09/08/2024;13:33:21;746,277;15,28;0,00000;
21803;;09/08/2024;13:33:22;746,307;15,28;0,00000;
21804;;09/08/2024;13:33:23;746,307;15,26;0,00000;
21805;;09/08/2024;13:33:24;746,307;15,28;0,00000;
21806;;09/08/2024;13:33:25;746,262;15,26;0,00000;
21807;;09/08/2024;13:33:26;746,307;15,26;0,00000;
21808;;09/08/2024;13:33:27;746,292;15,26;0,00000;
21809;;09/08/2024;13:33:28;746,292;15,24;0,00000;
21810;;09/08/2024;13:33:29;746,292;15,24;0,00000;
21811;;09/08/2024;13:33:30;746,292;15,24;0,00000;
21812;;09/08/2024;13:33:31;746,292;15,24;0,00000;
21813;;09/08/2024;13:33:32;746,292;15,22;0,00000;
21814;;09/08/2024;13:33:33;746,292;15,24;0,00000;
21815;;09/08/2024;13:33:34;746,292;15,24;0,00000;
21816;;09/08/2024;13:33:35;746,323;15,22;0,00000;
21817;;09/08/2024;13:33:36;746,292;15,22;0,00000;
21818;;09/08/2024;13:33:37;746,292;15,22;0,00000;
21819;;09/08/2024;13:33:38;746,292;15,21;0,00000;
21820;;09/08/2024;13:33:39;746,262;15,21;0,00000;
21821;;09/08/2024;13:33:40;746,292;15,21;0,00000;
21822;;09/08/2024;13:33:41;746,292;15,19;0,00000;
21823;;09/08/2024;13:33:42;746,277;15,21;0,00000;
21824;;09/08/2024;13:33:43;746,277;15,19;0,00000;
21825;;09/08/2024;13:33:44;746,277;15,19;0,00000;
21826;;09/08/2024;13:33:45;746,277;15,19;0,00000;
21827;;09/08/2024;13:33:46;746,292;15,17;0,00000;
21828;;09/08/2024;13:33:47;746,277;15,17;0,00000;
21829;;09/08/2024;13:33:48;746,277;15,17;0,00000;
21830;;09/08/2024;13:33:49;746,277;15,17;0,00000;
21831;;09/08/2024;13:33:50;746,277;15,17;0,00000;
21832;;09/08/2024;13:33:51;746,292;15,17;0,00000;
21833;;09/08/2024;13:33:52;746,277;15,15;0,00000;
21834;;09/08/2024;13:33:53;746,292;15,15;0,00000;
21835;;09/08/2024;13:33:54;746,277;15,15;0,00000;
21836;;09/08/2024;13:33:55;746,277;15,14;0,00000;
21837;;09/08/2024;13:33:56;746,246;15,14;0,00000;
21838;;09/08/2024;13:33:57;746,277;15,14;0,00000;
21839;;09/08/2024;13:33:58;746,307;15,14;0,00000;
21840;;09/08/2024;13:33:59;746,277;15,12;0,00000;
21841;;09/08/2024;13:34:00;746,262;15,12;0,00000;
21842;;09/08/2024;13:34:01;746,262;15,12;0,00000;
21843;;09/08/2024;13:34:02;746,262;15,12;0,00000;
21844;;09/08/2024;13:34:03;746,262;15,10;0,00000;
21845;;09/08/2024;13:34:04;746,277;15,10;0,00000;
21846;;09/08/2024;13:34:05;746,262;15,10;0,00000;
21847;;09/08/2024;13:34:06;746,277;15,10;0,00000;
21848;;09/08/2024;13:34:07;746,231;15,10;0,00000;
21849;;09/08/2024;13:34:08;746,277;15,10;0,00000;
21850;;09/08/2024;13:34:09;746,277;15,08;0,00000;
21851;;09/08/2024;13:34:10;746,292;15,08;0,00000;
21852;;09/08/2024;13:34:11;746,292;15,08;0,00000;
21853;;09/08/2024;13:34:12;746,262;15,08;0,00000;
21854;;09/08/2024;13:34:13;746,262;15,06;0,00000;
21855;;09/08/2024;13:34:14;746,307;15,06;0,00000;
21856;;09/08/2024;13:34:15;746,262;15,06;0,00000;
21857;;09/08/2024;13:34:16;746,262;15,06;0,00000;
21858;;09/08/2024;13:34:17;746,292;15,06;0,00000;
21859;;09/08/2024;13:34:18;746,262;15,05;0,00000;
21860;;09/08/2024;13:34:19;746,292;15,05;0,00000;
21861;;09/08/2024;13:34:20;746,262;15,05;0,00000;
21862;;09/08/2024;13:34:21;746,292;15,05;0,00000;
21863;;09/08/2024;13:34:22;746,292;15,03;0,00000;
21864;;09/08/2024;13:34:23;746,292;15,03;0,00000;
21865;;09/08/2024;13:34:24;746,292;15,03;0,00000;
21866;;09/08/2024;13:34:25;746,262;15,03;0,00000;
21867;;09/08/2024;13:34:26;746,292;15,03;0,00000;
21868;;09/08/2024;13:34:27;746,323;15,01;0,00000;
21869;;09/08/2024;13:34:28;746,262;15,01;0,00000;
21870;;09/08/2024;13:34:29;746,262;15,01;0,00000;
21871;;09/08/2024;13:34:30;746,277;14,99;0,00000;
21872;;09/08/2024;13:34:31;746,246;14,99;0,00000;
21873;;09/08/2024;13:34:32;746,277;14,99;0,00000;
21874;;09/08/2024;13:34:33;746,292;14,97;0,00000;
21875;;09/08/2024;13:34:34;746,277;14,99;0,00000;
21876;;09/08/2024;13:34:35;746,277;14,99;0,00000;
21877;;09/08/2024;13:34:36;746,246;14,97;0,00000;
21878;;09/08/2024;13:34:37;746,292;14,97;0,00000;
21879;;09/08/2024;13:34:38;746,292;14,97;0,00000;
21880;;09/08/2024;13:34:39;746,246;14,97;0,00000;
21881;;09/08/2024;13:34:40;746,277;14,96;0,00000;
21882;;09/08/2024;13:34:41;746,277;14,96;0,00000;
21883;;09/08/2024;13:34:42;746,277;14,97;0,00000;
21884;;09/08/2024;13:34:43;746,277;14,96;0,00000;
21885;;09/08/2024;13:34:44;746,246;14,96;0,00000;
21886;;09/08/2024;13:34:45;746,246;14,94;0,00000;
21887;;09/08/2024;13:34:46;746,231;14,94;0,00000;
21888;;09/08/2024;13:34:47;746,246;14,92;0,00000;
21889;;09/08/2024;13:34:48;746,246;14,94;0,00000;
21890;;09/08/2024;13:34:49;746,277;14,92;0,00000;
21891;;09/08/2024;13:34:50;746,277;14,92;0,00000;
21892;;09/08/2024;13:34:51;746,307;14,92;0,00000;
21893;;09/08/2024;13:34:52;746,277;14,90;0,00000;
21894;;09/08/2024;13:34:53;746,246;14,92;0,00000;
21895;;09/08/2024;13:34:54;746,277;14,90;0,00000;
21896;;09/08/2024;13:34:55;746,262;14,90;0,00000;
21897;;09/08/2024;13:34:56;746,262;14,90;0,00000;
21898;;09/08/2024;13:34:57;746,262;14,89;0,00000;
21899;;09/08/2024;13:34:58;746,307;14,90;0,00000;
21900;;09/08/2024;13:34:59;746,231;14,89;0,00000;
21901;;09/08/2024;13:35:00;746,338;14,89;0,00000;
21902;;09/08/2024;13:35:01;746,353;14,89;0,00000;
21903;;09/08/2024;13:35:02;746,307;14,87;0,00000;
21904;;09/08/2024;13:35:03;746,277;14,89;0,00000;
21905;;09/08/2024;13:35:04;746,277;14,87;0,00000;
21906;;09/08/2024;13:35:05;746,307;14,87;0,00000;
21907;;09/08/2024;13:35:06;746,292;14,87;0,00000;
21908;;09/08/2024;13:35:07;746,307;14,87;0,00000;
21909;;09/08/2024;13:35:08;746,292;14,85;0,00000;
21910;;09/08/2024;13:35:09;746,262;14,85;0,00000;
21911;;09/08/2024;13:35:10;746,292;14,83;0,00000;
21912;;09/08/2024;13:35:11;746,262;14,85;0,00000;
21913;;09/08/2024;13:35:12;746,231;14,83;0,00000;
21914;;09/08/2024;13:35:13;746,292;14,83;0,00000;
21915;;09/08/2024;13:35:14;746,231;14,83;0,00000;
21916;;09/08/2024;13:35:15;746,307;14,83;0,00000;
21917;;09/08/2024;13:35:16;746,231;14,83;0,00000;
21918;;09/08/2024;13:35:17;746,262;14,82;0,00000;
21919;;09/08/2024;13:35:18;746,292;14,82;0,00000;
21920;;09/08/2024;13:35:19;746,185;14,82;0,00000;
21921;;09/08/2024;13:35:20;746,246;14,80;0,00000;
21922;;09/08/2024;13:35:21;746,262;14,80;0,00000;
21923;;09/08/2024;13:35:22;746,262;14,80;0,00000;
21924;;09/08/2024;13:35:23;746,246;14,80;0,00000;
21925;;09/08/2024;13:35:24;746,262;14,80;0,00000;
21926;;09/08/2024;13:35:25;746,262;14,80;0,00000;
21927;;09/08/2024;13:35:26;746,262;14,80;0,00000;
21928;;09/08/2024;13:35:27;746,292;14,78;0,00000;
21929;;09/08/2024;13:35:28;746,246;14,76;0,00000;
21930;;09/08/2024;13:35:29;746,246;14,78;0,00000;
21931;;09/08/2024;13:35:30;746,246;14,78;0,00000;
21932;;09/08/2024;13:35:31;746,292;14,76;0,00000;
21933;;09/08/2024;13:35:32;746,292;14,76;0,00000;
21934;;09/08/2024;13:35:33;746,277;14,76;0,00000;
21935;;09/08/2024;13:35:34;746,246;14,76;0,00000;
21936;;09/08/2024;13:35:35;746,216;14,74;0,00000;
21937;;09/08/2024;13:35:36;746,246;14,74;0,00000;
21938;;09/08/2024;13:35:37;746,246;14,74;0,00000;
21939;;09/08/2024;13:35:38;746,246;14,74;0,00000;
21940;;09/08/2024;13:35:39;746,246;14,74;0,00000;
21941;;09/08/2024;13:35:40;746,277;14,73;0,00000;
21942;;09/08/2024;13:35:41;746,277;14,73;0,00000;
21943;;09/08/2024;13:35:42;746,246;14,74;0,00000;
21944;;09/08/2024;13:35:43;746,277;14,73;0,00000;
21945;;09/08/2024;13:35:44;746,246;14,71;0,00000;
21946;;09/08/2024;13:35:45;746,277;14,71;0,00000;
21947;;09/08/2024;13:35:46;746,231;14,71;0,00000;
21948;;09/08/2024;13:35:47;746,307;14,71;0,00000;
21949;;09/08/2024;13:35:48;746,277;14,71;0,00000;
21950;;09/08/2024;13:35:49;746,246;14,71;0,00000;
21951;;09/08/2024;13:35:50;746,246;14,71;0,00000;
21952;;09/08/2024;13:35:51;746,231;14,71;0,00000;
21953;;09/08/2024;13:35:52;746,246;14,71;0,00000;
21954;;09/08/2024;13:35:53;746,277;14,69;0,00000;
21955;;09/08/2024;13:35:54;746,277;14,69;0,00000;
21956;;09/08/2024;13:35:55;746,262;14,69;0,00000;
21957;;09/08/2024;13:35:56;746,277;14,69;0,00000;
21958;;09/08/2024;13:35:57;746,231;14,67;0,00000;
21959;;09/08/2024;13:35:58;746,262;14,67;0,00000;
21960;;09/08/2024;13:35:59;746,277;14,69;0,00000;
21961;;09/08/2024;13:36:00;746,307;14,67;0,00000;
21962;;09/08/2024;13:36:01;746,277;14,67;0,00000;
21963;;09/08/2024;13:36:02;746,231;14,67;0,00000;
21964;;09/08/2024;13:36:03;746,231;14,67;0,00000;
21965;;09/08/2024;13:36:04;746,231;14,67;0,00000;
21966;;09/08/2024;13:36:05;746,262;14,66;0,00000;
21967;;09/08/2024;13:36:06;746,262;14,66;0,00000;
21968;;09/08/2024;13:36:07;746,262;14,66;0,00000;
21969;;09/08/2024;13:36:08;746,262;14,64;0,00000;
21970;;09/08/2024;13:36:09;746,277;14,66;0,00000;
21971;;09/08/2024;13:36:10;746,307;14,64;0,00000;
21972;;09/08/2024;13:36:11;746,262;14,64;0,00000;
21973;;09/08/2024;13:36:12;746,262;14,64;0,00000;
21974;;09/08/2024;13:36:13;746,231;14,62;0,00000;
21975;;09/08/2024;13:36:14;746,231;14,64;0,00000;
21976;;09/08/2024;13:36:15;746,307;14,62;0,00000;
21977;;09/08/2024;13:36:16;746,262;14,64;0,00000;
21978;;09/08/2024;13:36:17;746,292;14,62;0,00000;
21979;;09/08/2024;13:36:18;746,231;14,62;0,00000;
21980;;09/08/2024;13:36:19;746,216;14,62;0,00000;
21981;;09/08/2024;13:36:20;746,231;14,62;0,00000;
21982;;09/08/2024;13:36:21;746,231;14,60;0,00000;
21983;;09/08/2024;13:36:22;746,216;14,62;0,00000;
21984;;09/08/2024;13:36:23;746,231;14,60;0,00000;
21985;;09/08/2024;13:36:24;746,262;14,60;0,00000;
21986;;09/08/2024;13:36:25;746,216;14,62;0,00000;
21987;;09/08/2024;13:36:26;746,231;14,60;0,00000;
21988;;09/08/2024;13:36:27;746,262;14,60;0,00000;
21989;;09/08/2024;13:36:28;746,231;14,60;0,00000;
21990;;09/08/2024;13:36:29;746,262;14,60;0,00000;
21991;;09/08/2024;13:36:30;746,216;14,58;0,00000;
21992;;09/08/2024;13:36:31;746,246;14,58;0,00000;
21993;;09/08/2024;13:36:32;746,262;14,58;0,00000;
21994;;09/08/2024;13:36:33;746,246;14,58;0,00000;
21995;;09/08/2024;13:36:34;746,262;14,58;0,00000;
21996;;09/08/2024;13:36:35;746,262;14,58;0,00000;
21997;;09/08/2024;13:36:36;746,246;14,58;0,00000;
21998;;09/08/2024;13:36:37;746,262;14,57;0,00000;
21999;;09/08/2024;13:36:38;746,262;14,57;0,00000;
22000;;09/08/2024;13:36:39;746,292;14,57;0,00000;
22001;;09/08/2024;13:36:40;746,262;14,57;0,00000;
22002;;09/08/2024;13:36:41;746,262;14,57;0,00000;
22003;;09/08/2024;13:36:42;746,246;14,57;0,00000;
22004;;09/08/2024;13:36:43;746,262;14,57;0,00000;
22005;;09/08/2024;13:36:44;746,262;14,57;0,00000;
22006;;09/08/2024;13:36:45;746,277;14,55;0,00000;
22007;;09/08/2024;13:36:46;746,277;14,55;0,00000;
22008;;09/08/2024;13:36:47;746,216;14,55;0,00000;
22009;;09/08/2024;13:36:48;746,277;14,55;0,00000;
22010;;09/08/2024;13:36:49;746,246;14,55;0,00000;
22011;;09/08/2024;13:36:50;746,277;14,53;0,00000;
22012;;09/08/2024;13:36:51;746,216;14,53;0,00000;
22013;;09/08/2024;13:36:52;746,216;14,55;0,00000;
22014;;09/08/2024;13:36:53;746,216;14,53;0,00000;
22015;;09/08/2024;13:36:54;746,216;14,53;0,00000;
22016;;09/08/2024;13:36:55;746,277;14,55;0,00000;
22017;;09/08/2024;13:36:56;746,246;14,53;0,00000;
22018;;09/08/2024;13:36:57;746,216;14,51;0,00000;
22019;;09/08/2024;13:36:58;746,201;14,51;0,00000;
22020;;09/08/2024;13:36:59;746,246;14,53;0,00000;
22021;;09/08/2024;13:37:00;746,231;14,51;0,00000;
22022;;09/08/2024;13:37:01;746,307;14,51;0,00000;
22023;;09/08/2024;13:37:02;746,399;14,51;0,00000;
22024;;09/08/2024;13:37:03;746,277;14,51;0,00000;
22025;;09/08/2024;13:37:04;746,246;14,53;0,00000;
22026;;09/08/2024;13:37:05;746,277;14,51;0,00000;
22027;;09/08/2024;13:37:06;746,323;14,51;0,00000;
22028;;09/08/2024;13:37:07;746,323;14,49;0,00000;
22029;;09/08/2024;13:37:08;746,277;14,51;0,00000;
22030;;09/08/2024;13:37:09;746,246;14,51;0,00000;
22031;;09/08/2024;13:37:10;746,246;14,49;0,00000;
22032;;09/08/2024;13:37:11;746,246;14,49;0,00000;
22033;;09/08/2024;13:37:12;746,231;14,49;0,00000;
22034;;09/08/2024;13:37:13;746,307;14,49;0,00000;
22035;;09/08/2024;13:37:14;746,277;14,49;0,00000;
22036;;09/08/2024;13:37:15;746,246;14,49;0,00000;
22037;;09/08/2024;13:37:16;746,277;14,49;0,00000;
22038;;09/08/2024;13:37:17;746,277;14,49;0,00000;
22039;;09/08/2024;13:37:18;746,307;14,49;0,00000;
22040;;09/08/2024;13:37:19;746,307;14,48;0,00000;
22041;;09/08/2024;13:37:20;746,307;14,48;0,00000;
22042;;09/08/2024;13:37:21;746,323;14,48;0,00000;
22043;;09/08/2024;13:37:22;746,307;14,49;0,00000;
22044;;09/08/2024;13:37:23;746,307;14,48;0,00000;
22045;;09/08/2024;13:37:24;746,246;14,49;0,00000;
22046;;09/08/2024;13:37:25;746,277;14,49;0,00000;
22047;;09/08/2024;13:37:26;746,307;14,48;0,00000;
22048;;09/08/2024;13:37:27;746,277;14,48;0,00000;
22049;;09/08/2024;13:37:28;746,323;14,48;0,00000;
22050;;09/08/2024;13:37:29;746,277;14,48;0,00000;
22051;;09/08/2024;13:37:30;746,277;14,48;0,00000;
22052;;09/08/2024;13:37:31;746,307;14,48;0,00000;
22053;;09/08/2024;13:37:32;746,307;14,48;0,00000;
22054;;09/08/2024;13:37:33;746,246;14,48;0,00000;
22055;;09/08/2024;13:37:34;746,246;14,48;0,00000;
22056;;09/08/2024;13:37:35;746,307;14,48;0,00000;
22057;;09/08/2024;13:37:36;746,201;14,48;0,00000;
22058;;09/08/2024;13:37:37;746,231;14,48;0,00000;
22059;;09/08/2024;13:37:38;746,323;14,48;0,00000;
22060;;09/08/2024;13:37:39;746,185;14,48;0,00000;
22061;;09/08/2024;13:37:40;746,384;14,48;0,00000;
22062;;09/08/2024;13:37:41;746,246;14,48;0,00000;
22063;;09/08/2024;13:37:42;746,033;14,48;0,00000;
22064;;09/08/2024;13:37:43;746,078;14,49;0,00000;
22065;;09/08/2024;13:37:44;746,185;14,48;0,00000;
22066;;09/08/2024;13:37:45;746,185;14,48;0,00000;
22067;;09/08/2024;13:37:46;746,201;14,48;0,00000;
22068;;09/08/2024;13:37:47;746,307;14,48;0,00000;
22069;;09/08/2024;13:37:48;746,246;14,48;0,00000;
22070;;09/08/2024;13:37:49;746,124;14,48;0,00000;
22071;;09/08/2024;13:37:50;746,231;14,48;0,00000;
22072;;09/08/2024;13:37:51;746,155;14,48;0,00000;
22073;;09/08/2024;13:37:52;746,124;14,48;0,00000;
22074;;09/08/2024;13:37:53;746,124;14,48;0,00000;
22075;;09/08/2024;13:37:54;746,124;14,48;0,00000;
22076;;09/08/2024;13:37:55;746,048;14,49;0,00000;
22077;;09/08/2024;13:37:56;746,048;14,49;0,00000;
22078;;09/08/2024;13:37:57;746,002;14,49;0,00000;
22079;;09/08/2024;13:37:58;746,231;14,48;0,00000;
22080;;09/08/2024;13:37:59;746,277;14,49;0,00000;
22081;;09/08/2024;13:38:00;745,743;14,49;0,00000;
22082;;09/08/2024;13:38:01;746,048;14,49;0,00000;
22083;;09/08/2024;13:38:02;746,399;14,48;0,00000;
22084;;09/08/2024;13:38:03;746,277;14,48;0,00000;
22085;;09/08/2024;13:38:04;746,246;14,48;0,00000;
22086;;09/08/2024;13:38:05;746,094;14,49;0,00000;
22087;;09/08/2024;13:38:06;746,094;14,49;0,00000;
22088;;09/08/2024;13:38:07;746,277;14,49;0,00000;
22089;;09/08/2024;13:38:08;746,170;14,49;0,00000;
22090;;09/08/2024;13:38:09;746,384;14,49;0,00000;
22091;;09/08/2024;13:38:10;746,307;14,49;0,00000;
22092;;09/08/2024;13:38:11;746,246;14,49;0,00000;
22093;;09/08/2024;13:38:12;746,078;14,49;0,00000;
22094;;09/08/2024;13:38:13;746,231;14,49;0,00000;
22095;;09/08/2024;13:38:14;746,170;14,49;0,00000;
22096;;09/08/2024;13:38:15;746,429;14,49;0,00000;
22097;;09/08/2024;13:38:16;746,323;14,49;0,00000;
22098;;09/08/2024;13:38:17;746,246;14,48;0,00000;
22099;;09/08/2024;13:38:18;746,048;14,49;0,00000;
22100;;09/08/2024;13:38:19;746,201;14,49;0,00000;
22101;;09/08/2024;13:38:20;746,246;14,49;0,00000;
22102;;09/08/2024;13:38:21;746,201;14,49;0,00000;
22103;;09/08/2024;13:38:22;746,353;14,49;0,00000;
22104;;09/08/2024;13:38:23;746,277;14,49;0,00000;
22105;;09/08/2024;13:38:24;746,170;14,49;0,00000;
22106;;09/08/2024;13:38:25;746,124;14,49;0,00000;
22107;;09/08/2024;13:38:26;746,246;14,49;0,00000;
22108;;09/08/2024;13:38:27;746,231;14,49;0,00000;
22109;;09/08/2024;13:38:28;746,246;14,49;0,00000;
22110;;09/08/2024;13:38:29;746,323;14,49;0,00000;
22111;;09/08/2024;13:38:30;746,201;14,51;0,00000;
22112;;09/08/2024;13:38:31;746,124;14,49;0,00000;
22113;;09/08/2024;13:38:32;746,246;14,49;0,00000;
22114;;09/08/2024;13:38:33;746,201;14,49;0,00000;
22115;;09/08/2024;13:38:34;746,323;14,49;0,00000;
22116;;09/08/2024;13:38:35;746,307;14,49;0,00000;
22117;;09/08/2024;13:38:36;746,277;14,51;0,00000;
22118;;09/08/2024;13:38:37;746,170;14,49;0,00000;
22119;;09/08/2024;13:38:38;746,201;14,49;0,00000;
22120;;09/08/2024;13:38:39;746,078;14,49;0,00000;
22121;;09/08/2024;13:38:40;746,399;14,51;0,00000;
22122;;09/08/2024;13:38:41;746,307;14,49;0,00000;
22123;;09/08/2024;13:38:42;746,231;14,49;0,00000;
22124;;09/08/2024;13:38:43;746,399;14,49;0,00000;
22125;;09/08/2024;13:38:44;746,155;14,49;0,00000;
22126;;09/08/2024;13:38:45;746,155;14,49;0,00000;
22127;;09/08/2024;13:38:46;746,170;14,51;0,00000;
22128;;09/08/2024;13:38:47;746,353;14,49;0,00000;
22129;;09/08/2024;13:38:48;746,323;14,49;0,00000;
22130;;09/08/2024;13:38:49;746,323;14,51;0,00000;
22131;;09/08/2024;13:38:50;746,231;14,49;0,00000;
22132;;09/08/2024;13:38:51;746,155;14,51;0,00000;
22133;;09/08/2024;13:38:52;746,384;14,51;0,00000;
22134;;09/08/2024;13:38:53;746,384;14,51;0,00000;
22135;;09/08/2024;13:38:54;746,246;14,51;0,00000;
22136;;09/08/2024;13:38:55;746,445;14,51;0,00000;
22137;;09/08/2024;13:38:56;746,628;14,51;0,00000;
22138;;09/08/2024;13:38:57;746,323;14,49;0,00000;
22139;;09/08/2024;13:38:58;746,246;14,49;0,00000;
22140;;09/08/2024;13:38:59;746,246;14,51;0,00000;
22141;;09/08/2024;13:39:00;746,155;14,49;0,00000;
22142;;09/08/2024;13:39:01;746,460;14,49;0,00000;
22143;;09/08/2024;13:39:02;746,475;14,51;0,00000;
22144;;09/08/2024;13:39:03;746,460;14,51;0,00000;
22145;;09/08/2024;13:39:04;746,246;14,49;0,00000;
22146;;09/08/2024;13:39:05;746,277;14,49;0,00000;
22147;;09/08/2024;13:39:06;746,582;14,51;0,00000;
22148;;09/08/2024;13:39:07;746,231;14,51;0,00000;
22149;;09/08/2024;13:39:08;746,201;14,51;0,00000;
22150;;09/08/2024;13:39:09;746,475;14,51;0,00000;
22151;;09/08/2024;13:39:10;746,384;14,51;0,00000;
22152;;09/08/2024;13:39:11;746,277;14,51;0,00000;
22153;;09/08/2024;13:39:12;746,506;14,51;0,00000;
22154;;09/08/2024;13:39:13;746,277;14,49;0,00000;
22155;;09/08/2024;13:39:14;746,307;14,49;0,00000;
22156;;09/08/2024;13:39:15;746,353;14,49;0,00000;
22157;;09/08/2024;13:39:16;746,246;14,49;0,00000;
22158;;09/08/2024;13:39:17;746,155;14,49;0,00000;
22159;;09/08/2024;13:39:18;746,353;14,51;0,00000;
22160;;09/08/2024;13:39:19;746,384;14,49;0,00000;
22161;;09/08/2024;13:39:20;746,475;14,51;0,00000;
22162;;09/08/2024;13:39:21;746,353;14,49;0,00000;
22163;;09/08/2024;13:39:22;746,246;14,49;0,00000;
22164;;09/08/2024;13:39:23;746,170;14,49;0,00000;
22165;;09/08/2024;13:39:24;746,323;14,49;0,00000;
22166;;09/08/2024;13:39:25;746,460;14,49;0,00000;
22167;;09/08/2024;13:39:26;746,384;14,49;0,00000;
22168;;09/08/2024;13:39:27;746,429;14,49;0,00000;
22169;;09/08/2024;13:39:28;746,475;14,49;0,00000;
22170;;09/08/2024;13:39:29;746,246;14,49;0,00000;
22171;;09/08/2024;13:39:30;746,307;14,49;0,00000;
22172;;09/08/2024;13:39:31;746,201;14,49;0,00000;
22173;;09/08/2024;13:39:32;746,399;14,49;0,00000;
22174;;09/08/2024;13:39:33;746,429;14,49;0,00000;
22175;;09/08/2024;13:39:34;746,399;14,49;0,00000;
22176;;09/08/2024;13:39:35;746,628;14,49;0,00000;
22177;;09/08/2024;13:39:36;746,384;14,49;0,00000;
22178;;09/08/2024;13:39:37;746,552;14,49;0,00000;
22179;;09/08/2024;13:39:38;746,307;14,49;0,00000;
22180;;09/08/2024;13:39:39;746,277;14,49;0,00000;
22181;;09/08/2024;13:39:40;746,460;14,49;0,00000;
22182;;09/08/2024;13:39:41;746,429;14,49;0,00000;
22183;;09/08/2024;13:39:42;746,323;14,49;0,00000;
22184;;09/08/2024;13:39:43;746,613;14,48;0,00000;
22185;;09/08/2024;13:39:44;746,384;14,48;0,00000;
22186;;09/08/2024;13:39:45;746,307;14,49;0,00000;
22187;;09/08/2024;13:39:46;746,307;14,49;0,00000;
22188;;09/08/2024;13:39:47;746,506;14,49;0,00000;
22189;;09/08/2024;13:39:48;746,429;14,49;0,00000;
22190;;09/08/2024;13:39:49;746,384;14,48;0,00000;
22191;;09/08/2024;13:39:50;746,475;14,49;0,00000;
22192;;09/08/2024;13:39:51;746,399;14,49;0,00000;
22193;;09/08/2024;13:39:52;746,429;14,48;0,00000;
22194;;09/08/2024;13:39:53;746,307;14,48;0,00000;
22195;;09/08/2024;13:39:54;746,231;14,48;0,00000;
22196;;09/08/2024;13:39:55;746,460;14,48;0,00000;
22197;;09/08/2024;13:39:56;746,475;14,48;0,00000;
22198;;09/08/2024;13:39:57;746,429;14,48;0,00000;
22199;;09/08/2024;13:39:58;746,353;14,48;0,00000;
22200;;09/08/2024;13:39:59;746,384;14,48;0,00000;
22201;;09/08/2024;13:40:00;746,506;14,48;0,00000;
22202;;09/08/2024;13:40:01;746,613;14,49;0,00000;
22203;;09/08/2024;13:40:02;746,506;14,48;0,00000;
22204;;09/08/2024;13:40:03;746,384;14,48;0,00000;
22205;;09/08/2024;13:40:04;746,399;14,48;0,00000;
